Amplitude (dB),Duration (ms),Rise Time (ms),Counts,Energy (a.u.),Peak Frequency (kHz),RMS Voltage (V),Signal Attenuation (dB/m),Class Label
7.733180068505197,5,0.5,5,38.66590034252599,55.0,0.7733180068505197,0.1,0
54.05360422939572,5,0.5,5,270.2680211469786,55.0,5.405360422939571,0.1,0
80.99897499042196,5,0.5,5,404.9948749521098,55.0,8.099897499042196,0.22480958105116533,0
96.63681943492715,5,0.5,5,483.1840971746357,55.0,9.663681943492715,0.56618604251139,0
59.12018385062754,5,0.5,5,295.6009192531377,55.0,5.912018385062754,0.1,0
5.3893266268861435,5,0.5,5,26.94663313443072,55.0,0.5389326626886144,0.2959650791851161,0
70.25627042701142,5,0.5,5,351.2813521350571,55.0,7.025627042701141,0.12634331029983176,0
99.4048518196155,5,0.5,5,497.0242590980775,55.0,9.94048518196155,0.1,0
115.85084386690143,5,0.5,5,579.2542193345072,55.0,11.585084386690143,0.48159894962449956,0
53.64493304324219,5,0.5,5,268.22466521621095,55.0,5.364493304324219,0.1,0
12.486703687109395,5,0.5,5,62.43351843554698,55.0,1.2486703687109395,0.1,0
38.91150264861052,5,0.5,5,194.5575132430526,55.0,3.8911502648610523,0.1,0
91.42630200570608,5,0.5,5,457.1315100285304,55.0,9.142630200570608,0.1574554466181286,0
122.89516033329777,5,0.5,5,614.4758016664888,55.0,12.289516033329777,0.4110891107189837,0
46.69933939415566,5,0.5,5,233.4966969707783,55.0,4.669933939415566,0.4906054573926428,0
16.49393868924181,5,0.5,5,82.46969344620905,55.0,1.649393868924181,0.4606933309837758,0
78.56944173760225,5,0.5,5,392.8472086880112,55.0,7.856944173760224,0.44486656867153107,0
78.06887841959022,5,0.5,5,390.3443920979511,55.0,7.806887841959022,0.1,0
85.35931852329577,5,0.5,5,426.79659261647885,55.0,8.535931852329577,0.13486712551101884,0
57.35262806175483,5,0.5,5,286.76314030877415,55.0,5.7352628061754825,0.1,0
3.261918224527296,5,0.5,5,16.30959112263648,55.0,0.3261918224527296,0.1,0
61.731163206885455,5,0.5,5,308.6558160344273,55.0,6.173116320688545,0.1,0
93.5525946675659,5,0.5,5,467.7629733378295,55.0,9.35525946675659,0.2522441005814087,0
95.47594949691063,5,0.5,5,477.37974748455315,55.0,9.547594949691064,0.1,0
61.0457534781921,5,0.5,5,305.22876739096046,55.0,6.1045753478192095,0.2985346690711097,0
2.355179796029996,5,0.5,5,11.775898980149979,55.0,0.23551797960299958,0.2662385966571434,0
58.70000707465053,5,0.5,5,293.5000353732527,55.0,5.870000707465053,0.44346689527445143,0
92.47611801543624,5,0.5,5,462.3805900771812,55.0,9.247611801543623,0.19888215857256397,0
87.96217611366055,5,0.5,5,439.81088056830276,55.0,8.796217611366055,0.1,0
40.02006242130094,5,0.5,5,200.1003121065047,55.0,4.002006242130094,0.5662529711945139,0
7.919368978819244,5,0.5,5,39.59684489409622,55.0,0.7919368978819243,0.1,0
45.69358738788506,5,0.5,5,228.4679369394253,55.0,4.569358738788506,0.1,0
117.5629822653653,5,0.5,5,587.8149113268265,55.0,11.756298226536531,0.4719780037858407,0
89.86922845018775,5,0.5,5,449.3461422509387,55.0,8.986922845018775,0.1,0
58.717075888687155,5,0.5,5,293.5853794434358,55.0,5.871707588868715,0.1,0
18.217123221388487,5,0.5,5,91.08561610694244,55.0,1.8217123221388487,0.1,0
64.14650203245483,5,0.5,5,320.73251016227414,55.0,6.4146502032454835,0.35892443557141984,0
86.44951037047888,5,0.5,5,432.2475518523944,55.0,8.644951037047887,0.1,0
77.570191145694,5,0.5,5,387.85095572847,55.0,7.7570191145694,0.4848538774002412,0
61.297267108883915,5,0.5,5,306.4863355444196,55.0,6.1297267108883915,0.1,0
4.129224639805331,5,0.5,5,20.646123199026654,55.0,0.4129224639805331,0.1,0
76.36628885213943,5,0.5,5,381.83144426069714,55.0,7.636628885213943,0.1,0
97.77026503463844,5,0.5,5,488.8513251731922,55.0,9.777026503463844,0.1,0
106.23350020847997,5,0.5,5,531.1675010423999,55.0,10.623350020847997,0.452840931104755,0
52.70601432545734,5,0.5,5,263.5300716272867,55.0,5.2706014325457335,0.17234292600308873,0
11.766893237314079,5,0.5,5,58.834466186570396,55.0,1.176689323731408,0.1,0
62.1414342499806,5,0.5,5,310.707171249903,55.0,6.21414342499806,0.1519301850227,0
105.6244339195516,5,0.5,5,528.122169597758,55.0,10.56244339195516,0.19744379890409902,0
85.2442260932581,5,0.5,5,426.22113046629056,55.0,8.52442260932581,0.1,0
35.68535126608635,5,0.5,5,178.42675633043174,55.0,3.568535126608635,0.5481130040444004,0
5.991943875639862,5,0.5,5,29.95971937819931,55.0,0.5991943875639862,0.1,0
40.18916310279097,5,0.5,5,200.94581551395487,55.0,4.0189163102790975,0.1,0
86.57128190754203,5,0.5,5,432.85640953771014,55.0,8.657128190754204,0.1,0
101.03042829432735,5,0.5,5,505.15214147163675,55.0,10.103042829432734,0.1,0
55.9920015150237,5,0.5,5,279.96000757511854,55.0,5.59920015150237,0.1,0
13.746711278435237,5,0.5,5,68.73355639217618,55.0,1.3746711278435237,0.3387054482175439,0
68.9491796633311,5,0.5,5,344.7458983166555,55.0,6.894917966333109,0.2894843735066149,0
93.56234555281195,5,0.5,5,467.81172776405975,55.0,9.356234555281194,0.3797867008396724,0
103.1805226269901,5,0.5,5,515.9026131349505,55.0,10.318052262699009,0.4084510077604098,0
32.5845229111334,5,0.5,5,162.922614555667,55.0,3.25845229111334,0.1,0
1.2251153717799501,5,0.5,5,6.12557685889975,55.0,0.12251153717799501,0.1,0
71.32062627398975,5,0.5,5,356.60313136994876,55.0,7.132062627398975,0.1,0
104.61632608737533,5,0.5,5,523.0816304368766,55.0,10.461632608737533,0.1,0
94.06734097269867,5,0.5,5,470.33670486349337,55.0,9.406734097269867,0.1,0
45.82240332096362,5,0.5,5,229.1120166048181,55.0,4.5822403320963625,0.3576251018124046,0
4.660916902801452,5,0.5,5,23.30458451400726,55.0,0.4660916902801452,0.4391584260988985,0
70.71343227222687,5,0.5,5,353.56716136113437,55.0,7.071343227222687,0.4684683129046448,0
94.87687616001925,5,0.5,5,474.38438080009627,55.0,9.487687616001924,0.14802155206840464,0
90.68574644117565,5,0.5,5,453.42873220587825,55.0,9.068574644117565,0.1,0
30.77218350268706,5,0.5,5,153.8609175134353,55.0,3.077218350268706,0.16689342226583354,0
21.355249201686497,5,0.5,5,106.77624600843248,55.0,2.13552492016865,0.3511131701263146,0
65.15105148700204,5,0.5,5,325.7552574350102,55.0,6.515105148700203,0.1,0
109.27078291549878,5,0.5,5,546.3539145774939,55.0,10.92707829154988,0.22072721842088228,0
90.5147515622048,5,0.5,5,452.57375781102394,55.0,9.05147515622048,0.40766182746053903,0
32.107094708903226,5,0.5,5,160.53547354451612,55.0,3.2107094708903228,0.1,0
7.369814760087526,5,0.5,5,36.84907380043763,55.0,0.7369814760087526,0.1,0
76.68593649333107,5,0.5,5,383.4296824666553,55.0,7.668593649333107,0.20440379741973289,0
80.66971175388751,5,0.5,5,403.34855876943755,55.0,8.066971175388751,0.10407638835348058,0
