Amplitude (dB),Duration (ms),Rise Time (ms),Counts,Energy (a.u.),Peak Frequency (kHz),RMS Voltage (V),Signal Attenuation (dB/m),Class Label
64.96714153011233,2.0910845314611626,1.1734371645991033,874,4135.755692669971,340.490460384735,4.098678109860185,0.5164103844013981,No Crack
58.61735698828815,1.4933944831768025,0.2799346762540236,98,1984.5942722959642,120.09796726107658,2.217129696826427,0.9193363151386901,Large Crack
66.47688538100692,6.546087370664549,0.6293261952403878,734,2349.707714104736,296.17040552700996,4.002314540836574,0.90507252387471,No Crack
75.23029856408026,7.211519401625561,1.760417181759883,131,1586.1008651614864,89.35092580994845,3.0175325279385317,0.16496392128158383,No Crack
57.658466252766644,0.8000683758435994,4.032669829941083,883,4669.518904254629,219.81342955849286,4.444317663361752,0.3729713230954919,Small Crack
57.6586304305082,9.394016339315053,2.9030383525095744,382,681.3544521337435,236.08243863048162,2.1136185065155386,0.6229301860462293,Small Crack
75.79212815507391,0.9937271946889878,2.6120718571864407,606,4675.372172707203,67.91514775058923,3.061091657125247,0.16780093592368817,No Crack
67.67434729152909,5.64231518536017,1.5380952337197962,384,3450.9456139931817,173.29464476148732,3.1870915350322546,0.9683419503252814,Large Crack
55.30525614065048,7.236074934783706,4.6655932252208006,581,2704.7035481649827,480.04226026992023,2.1451764148223194,0.9156018354403838,Small Crack
65.42560043585965,8.774206675587813,2.045373702062239,270,260.02939784402975,479.1346735233603,0.8071290140686594,0.1752806772441245,No Crack
55.365823071875376,7.283825855258064,0.5267545572992803,684,2430.4213399278406,208.5471744136427,0.5584410938704443,0.12994390664837557,No Crack
55.34270246429743,8.116416789163022,3.1236259289772264,795,2097.965714513388,69.39504902674582,0.1816905979382022,0.09455439798018264,No Crack
62.41962271566034,3.7247768291566574,0.6578081280353469,782,889.9721786781005,130.5927226976817,4.380317894801552,0.9103492273962648,Large Crack
40.86719755342202,8.240838580591866,1.7915933997282913,372,3316.407057153219,226.49800704509306,1.2587270699696034,0.20168757169750617,Small Crack
42.75082167486967,1.2610910406544138,2.586318499717264,900,4858.6394461046,476.5008640861534,1.1363830714806635,0.4221220792589112,Large Crack
54.37712470759027,9.000758232575013,4.383690370957361,52,2854.725174216173,113.53957859173322,3.7065734620877215,0.454362851995483,No Crack
49.87168879665576,5.702127573460494,2.518378243666582,743,3602.2910545753343,393.5821296506955,1.6680789541282197,0.6030209337714318,No Crack
63.142473325952736,8.26432881464369,3.5410679535551552,255,435.4072175734822,98.90714271861142,2.5796189928179993,0.0810179903099507,No Crack
50.91975924478789,4.797023702923851,4.964802511095445,881,2146.5682795032744,491.5659098260746,0.8963042199575358,0.2344910312265108,No Crack
45.87696298664709,6.613988104366987,0.74429668750011,89,670.1565773060298,221.72742459911075,4.802754035163649,0.9321754830497367,Small Crack
74.65648768921554,5.500825278893076,1.4461844750456458,108,3102.699594128901,398.8555425045752,4.272748860084463,0.9093260061958838,Small Crack
57.74223699513465,7.450100456675653,2.0334227704284675,623,4698.562575249358,204.1659872650093,4.332569152528516,0.7834777409316352,No Crack
60.67528204687924,1.275484829290601,2.166958074840274,693,3342.710889111029,332.4509947214639,2.0931913680028256,0.029207233162033282,No Crack
45.75251813786544,1.073344797910356,2.1140032688011745,556,476.3349367406655,136.40723813301653,3.835569947165147,0.3337367008111411,No Crack
54.556172754748175,2.847480723096391,4.5472939125271195,621,1837.8644044269058,115.70945868363314,0.8049931614099228,0.6316791479894788,No Crack
61.10922589709866,2.0156744610752892,3.598759957887597,933,2798.2505592601724,472.1288628056591,0.14223311269972339,0.28243830965574096,No Crack
