CrackSize,FEM_Approx,Amplitude (dB),Duration (ms),Rise Time (ms),Counts,Energy (a.u.),Peak Frequency (kHz),RMS Voltage (V),Signal Attenuation (dB/m),PressureDrop,FlowRate,SpectralEntropy,GrowthRate
0.005656783627909353,0.5284146991783121,1112.724890066078,5.0,0.5,50.0,3095391.702431413,55.656783627909356,111.2724890066078,0.1,10000.000000000002,0.00015684701380256355,6.468415725253756,6.131669264031459e-05
0.007763994934725333,0.2664515614584895,1476.1946423069712,5.0,0.5,50.0,5447876.554939516,57.76399493472533,147.61946423069713,0.35412129020674304,10000.000000000002,0.00021527417359252263,6.564498351234329,4.14381706082974e-06
0.018284641101907955,-0.5083722497135779,1221.896766667417,5.0,0.5,50.0,3732579.270980721,68.28464110190795,122.1896766667417,0.807007380288099,10000.000000000002,0.0005069826855558554,6.381566568350758,0.00024168932355115037
0.011879686161968116,-0.30599143961750197,1103.8996114284275,5.0,0.5,50.0,3046485.8802795834,61.87968616196812,110.38996114284275,0.21432684746006903,10000.000000000002,0.0003293909440381012,6.494943066852287,6.12309131529817e-05
0.01233784800597229,-0.3697162251952487,1491.0264215560305,5.0,0.5,50.0,5557899.474445455,62.33784800597229,149.10264215560306,0.1,10000.000000000002,0.000342094508783937,6.579879703364075,1.2771345600705006e-05
0.004080377858117441,0.6626337508479947,1894.5968220311051,4.0803778581174415,0.40803778581174416,50.0,7323252.281134535,54.080377858117444,189.4596822031105,0.1,10000.000000000002,0.00011313762808148134,6.592684411881463,4.067496545555704e-05
0.016067590794258325,-0.5953431660462749,1387.3901423169639,5.0,0.5,50.0,4812128.517495713,66.06759079425832,138.7390142316964,0.9736193070223176,10000.000000000002,0.000445509993107582,6.496830605433008,3.541067844628528e-05
0.006968243263297195,0.3771310195986784,1119.6431489705133,5.0,0.5,50.0,3134001.9525915175,56.9682432632972,111.96431489705132,0.33268204336030194,10000.000000000002,0.00019321017369404493,6.540635669552673,7.973857194630606e-05
0.0025326211974702304,0.7691923401520804,948.143485874492,2.53262119747023,0.253262119747023,50.0,1138382.9252048715,52.53262119747023,94.81434858744919,0.1,10000.000000000002,7.022260316912437e-05,5.952895284780519,7.121957872269859e-06
0.010666750221695668,-0.13728668228135799,1247.1358826539727,5.0,0.5,50.0,3888369.7745077587,60.666750221695665,124.71358826539726,0.1,10000.000000000002,0.00029575957457455854,6.352093008920821,0.00020136580033559482
0.014102680239949577,-0.5396958022155985,1445.9278044382008,5.0,0.5,50.0,5226768.03911869,64.10268023994958,144.5927804438201,1.3795844568302922,10000.000000000002,0.0003910284408502317,6.506291276476512,0.00014333849820483786
0.0017551960398495138,0.7909474736293307,907.2752118566674,1.7551960398495137,0.17551960398495137,48.0,722393.3270039043,51.755196039849515,90.72752118566675,0.1,10000.000000000002,4.866674697088009e-05,6.137950218500392,4.191039716849789e-06
0.016483937641051292,-0.5867698588537482,1752.5076652594655,5.0,0.5,50.0,7678207.791982956,66.48393764105128,175.25076652594655,1.355560317462462,10000.000000000002,0.000457054143268002,6.377485779210607,4.28772787959234e-05
0.01720666008038284,-0.5553045384680195,1090.0925516093905,5.0,0.5,50.0,2970754.4276856794,67.20666008038285,109.00925516093905,1.3502219084171954,10000.000000000002,0.00047709324390780356,6.4880564846248525,6.431171215998619e-05
0.010938246508053643,-0.17504854058477198,1388.5843804384906,5.0,0.5,50.0,4820416.453994367,60.938246508053645,138.85843804384905,0.1,10000.000000000002,0.00030328741805855485,6.464862456796553,1.6722472096081114e-05
0.008183684057857856,0.20807786724774063,1031.004489263867,5.0,0.5,50.0,2657425.6422056183,58.18368405785785,103.1004489263867,0.741025429499719,10000.000000000002,0.00022691099586091845,6.29716175016853,0.00013057729873257226
0.013652157932971882,-0.5164968301711239,1105.421672344543,5.0,0.5,50.0,3054892.684222515,63.65215793297188,110.5421672344543,1.4112712235249656,10000.000000000002,0.000378536699403333,6.440511211813078,0.00022086888073540517
0.006339281476082047,0.46264747955133606,1330.309401914246,5.0,0.5,50.0,4424307.762053598,56.33928147608205,133.0309401914246,0.40388311664935556,10000.000000000002,0.00017577079743190583,6.3618769867234715,1.4006597846561513e-05
0.009526682856238637,0.021282935330173225,1405.0421980899946,5.0,0.5,50.0,4935358.946033909,59.52668285623864,140.50421980899947,0.1,10000.000000000002,0.00026414864978623,6.245215911939095,9.808580861328982e-05
0.001559415197679481,0.796426121074614,1061.4255451132456,1.559415197679481,0.1559415197679481,43.0,878437.4402790867,51.55941519767948,106.14255451132456,0.1,10000.000000000002,4.3238284000754136e-05,6.37558165077318,3.3445381589942634e-06
0.01947314251209465,-0.42396479727843034,1521.7322369817089,5.0,0.5,50.0,5789172.502673389,69.47314251209465,152.1732236981709,0.1,10000.000000000002,0.0005399365528680498,6.424573283974814,0.0005532173977862023
0.01877662980335856,-0.479757361781777,1278.8527352124174,5.0,0.5,50.0,4088660.7959007034,68.77662980335856,127.88527352124174,1.1842059629161912,10000.000000000002,0.0005206241757953623,6.329123487252149,1.3447959517637799e-05
0.0037373785825768895,0.690283323580575,1461.826556017149,3.7373785825768895,0.37373785825768896,50.0,3993271.063585414,53.73737858257689,146.18265560171488,0.1,10000.000000000002,0.00010362720384684235,6.134409457516687,3.2430123988887306e-05
0.004763027599813879,0.6082741420560147,1241.4310379736032,4.763027599813879,0.4763027599813879,50.0,3670272.4267389886,54.76302759981388,124.14310379736033,0.39933905511110657,10000.000000000002,0.0001320656232994546,6.3635769323746985,1.4751180207823515e-05
0.003372443331470396,0.7197011809572407,1248.680434582823,3.372443331470396,0.3372443331470396,50.0,2629161.589360099,53.37244333147039,124.8680434582823,0.2819494925813591,10000.000000000002,9.350855548897741e-05,6.24229002575634,1.6924035893791936e-05
0.009625389074257966,0.007554091121979578,1321.0791080122171,5.0,0.5,50.0,4363125.0240658885,59.62538907425797,132.10791080122172,0.5654247168927572,10000.000000000002,0.00026688550107106487,6.754630185159363,0.00013633124070556665
0.009620473499129412,0.008237788324524209,1944.2518879209224,5.0,0.5,50.0,9450288.509210177,59.62047349912941,194.42518879209223,0.7322114043814952,10000.000000000002,0.00026674920572537905,6.5093159285100874,2.0325896933868468e-05
0.013990523390001983,-0.5339204530570065,944.4870533768611,5.0,0.5,50.0,2230139.484991264,63.99052339000198,94.4487053376861,0.1,10000.000000000002,0.00038791864062648096,6.480887751987204,1.0422481943866276e-05
0.01123651032071175,-0.2165334388930344,1561.239940507953,5.0,0.5,50.0,6093675.379593191,61.23651032071175,156.1239940507953,0.1,10000.000000000002,0.000311557451246669,6.517860665887056,0.00011061081385362762
0.013814025964322543,-0.524831982229164,1829.897485667107,5.0,0.5,50.0,8371312.020127,63.81402596432254,182.98974856671072,1.3760109762271506,10000.000000000002,0.00038302485362973643,6.096615184106724,0.0002465333983736227
0.004622050290815057,0.6193537186577915,1315.3199673210413,4.622050290815057,0.46220502908150574,50.0,3998227.453807767,54.622050290815054,131.53199673210412,0.1,10000.000000000002,0.00012815671120649573,6.247504627786219,4.2085426713529685e-05
0.00638631649318006,0.458070013390853,1107.2083505173919,5.0,0.5,50.0,3064775.8286386095,56.38631649318006,110.72083505173919,0.3854982293226244,10000.000000000002,0.00017707494877677572,6.227729145507311,4.860690184217659e-05
0.002880373531557243,0.7593675029946947,850.9101344090352,2.880373531557243,0.2880373531557243,50.0,1042764.4292486986,52.88037353155724,85.09101344090352,0.1,10000.000000000002,7.986481661269883e-05,6.139735462595221,3.988591833412459e-06
0.0023277999108466795,0.7749239715326686,1279.661853739944,2.3277999108466796,0.23277999108466796,50.0,1905926.2849017538,52.32779991084668,127.9661853739944,0.1,10000.000000000002,6.454347359952197e-05,6.200779584793027,3.856118874326196e-06
0.008639778134043445,0.1446406832295482,1206.2294452752978,5.0,0.5,50.0,3637473.686622882,58.639778134043446,120.62294452752978,0.19183420610423882,10000.000000000002,0.0002395572271061442,6.065488694469346,5.6596131131083156e-05
